,artifact_id,text_for_matching_web,id_page,price,currency,description_short,description_long,id_article;;;;;;;
"33,0-آثارنا المنهوبة_25_p070_8aeba613,""LOT 720 A SOUTH-ARABIAN BRONZE BOWL. Hellenistic Period, 4th - 2nd century BCE. Decorated in relief with 3 human figures, 3 palm trees, 2 floral motifs and a serpent. [ translate ] A SOUTH-ARABIAN BRONZE BOWL."",70,,,""Bronze bowl, South-Arabian, Hellenistic Period, 4th–2nd century BCE, decorated in relief with three human figures, three palm trees, two floral motifs, and a serpent."",""Bronze bowl, South-Arabian, of Hellenistic Period date, 4th–2nd century BCE. The bowl is decorated in relief with three human figures, three palm trees, two floral motifs, and a serpent. The source text identifies the object as a South-Arabian bronze bowl and provides no further information on dimensions, provenance, or condition."",34";;;;;;;
"34,0-آثارنا المنهوبة_25_p071_6a058638,""LOT 672 A SOUTH ARABIAN BRONZE OIL LAMP WITH AN IBEX HANDLE AND INSCRIBED ON THE SIDES. [ translate ] A SOUTH ARABIAN BRONZE OIL LAMP WITH AN IBEX HANDLE AND INSCRIBED ON THE SIDES. Simpson (ed.), 2002, Queen of Sheba: Treasures from Ancient Yemen, p. The handle is reattached but in good condition. For a parallel in the British Museum, see: J. Ex Shlomo Moussaieff coll., Herzliyah Pituah."",71,,,""Oil lamp, bronze, South Arabian, with an ibex handle and inscriptions on the sides. The handle is reattached."",""Oil lamp, bronze, South Arabian, with an ibex handle and inscriptions on the sides. The object is described as being in good condition, with the handle reattached. A parallel example is noted in the British Museum. The source text also cites Simpson (ed.), 2002, Queen of Sheba: Treasures from Ancient Yemen, and mentions the Shlomo Moussaieff collection, Herzliyah Pituah."",35";;;;;;;
"35,0-آثارنا المنهوبة_25_p072_9919924b,""These symbols feature dots and straight lines, repeated all the way around the body of the bead"",72,,,""Bead, material not specified, decorated with repeated symbols of dots and straight lines around the body."",""Bead, material not specified, with decoration consisting of symbols made up of dots and straight lines repeated all the way around the body of the bead. No further technical details, dimensions, or chronology are provided in the source text."",36";;;;;;;
"36,0-آثارنا المنهوبة_25_p073_ccc96b0e,""LOT 20361477 Sabaean Bronze Camel, South Arabian Peninsula, 5 cm L [ translate ] Standing camel with long tucked tail. The seller guarantees that this item has been legally acquired & will be legally exported, related documents seen by Catawiki. This item do not need an export licence within the EU."",73,,,""Bronze camel, South Arabian Peninsula, 5 cm long. Standing camel with long tucked tail."",""Bronze camel, South Arabian Peninsula, 5 cm long. The object is a standing camel with a long tucked tail. It is identified as Sabaean and made of bronze. No further technical or contextual details are provided in the source text."",37";;;;;;;
"37,0-آثارنا المنهوبة_25_p075_ed367d40,""Provenance Collection privée formée dans les années 1950/70 auprès de galeries, salles des ventes et autres collectionneurs. LOT 1 STLE ICONIQUE, PNINSULE SUD-ARABIQUE, CA. Iconic stela, South-Arabian peninsula, 2th c.B.C.-2th c.A.D. Elle représente le visage stylisé d'un personnage de face, le long nez droit surmontant la bouche juste incisée, les yeux en demi-cercles. [ translate ] STÈLE ICONIQUE, PÉNINSULE SUD-ARABIQUE, CA."",75,,,""Stela, stone, from the South Arabian peninsula, ca. 2nd century BC–2nd century AD. It depicts a stylised frontal face with a long straight nose above a lightly incised mouth and semicircular eyes."",""Stela, stone, from the South Arabian peninsula, ca. 2nd century BC–2nd century AD. The object represents the stylised face of a figure shown frontally. The facial features are rendered in a simplified manner, with a long straight nose, a mouth indicated by a simple incision, and eyes formed as semicircles. The source text identifies it as an iconic stela from the South Arabian peninsula."",38";;;;;;;
"38,0-آثارنا المنهوبة_25_p077_5321dc89,""LOT 296 VASE MINIATURE [ translate ] Albâtre, H 6 cm Péninsule sudarabique, IIIe siècle av. A South Arabian alabaster miniature vase."",77,,,""Miniature vase, alabaster, from the South Arabian Peninsula, 3rd century BC. Height 6 cm."",""Miniature vase, alabaster, from the South Arabian Peninsula, dated to the 3rd century BC. The object is described as a South Arabian alabaster miniature vase. Height: 6 cm."",39";;;;;;;
"39,0-آثارنا المنهوبة_25_p078_96776234,""LOT 42 A LOT OF SIX SILVER OBOLS AND FRACTIONS, 4th - 3rd CENTURY BCE. [ translate ] A LOT OF SIX SILVER OBOLS AND FRACTIONS, 4th - 3rd CENTURY BCE. One Ptolemaic Yehud, one Philistine, 2 Athenian and 2 South Arabian."",78,,,""Coins, silver: a lot of six obols and fractions, 4th–3rd century BCE, comprising one Ptolemaic Yehud, one Philistine, two Athenian, and two South Arabian examples."",""Coins, silver: a lot of six obols and fractions dating to the 4th–3rd century BCE. The group comprises one Ptolemaic Yehud coin, one Philistine coin, two Athenian coins, and two South Arabian coins. The source identifies the material as silver and the typological range as obols and fractions."",40";;;;;;;
"40,0-آثارنا المنهوبة_25_p079_49144713,""LOT 92 South Arabian (?) Two carved heads Provenance: Private Collection... [ translate ] South Arabian (?) Two carved heads Provenance: Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London."",79,,,""Two carved heads, South Arabian (?) material not specified. Provenance: Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries, London."",""Two carved heads, South Arabian (?) material not specified. The object is described as two carved heads with a tentative South Arabian attribution. Provenance is given as the Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie's, Sotheby's, and Mayfair Galleries in London."",41";;;;;;;
"41,0-آثارنا المنهوبة_25_p080_bee8a24e,""[ translate ] South Arabian (?) A group of five alabaster fragments, including four heads and one torso Provenance: Private Collection of Dr. LOT 322 South Arabian (?) A group of five alabaster fragments,... Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London."",80,,,""Alabaster fragments, a group of five South Arabian (?) pieces comprising four heads and one torso."",""Alabaster fragments, a group of five South Arabian (?) pieces comprising four heads and one torso. The group is described as fragments and includes sculptural elements in alabaster. Provenance noted in the source text: private collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960 and 1990 at Christie’s, Sotheby’s, and Mayfair Galleries, London."",42";;;;;;;
"42,0-آثارنا المنهوبة_25_p081_07788e5d,A Sabean bronze plaque with text in seven lines with four holes for mounting and border line,81,,,""Plaque, bronze, Sabean, with text in seven lines, four mounting holes, and a border line."",""Plaque, bronze, Sabean, inscribed with text arranged in seven lines. The plaque has four holes for mounting and a border line."",43";;;;;;;
"43,0-آثارنا المنهوبة_25_p082_810269e6,""Head of Athena to right, wearing crested Attic helmet decorated with three olive leaves and palmette, and disc earring"",82,,,""Head, material not specified, of Athena facing right, wearing a crested Attic helmet decorated with three olive leaves and a palmette, and a disc earring."",""Head, material not specified, of Athena facing right. The goddess wears a crested Attic helmet decorated with three olive leaves and a palmette, and a disc earring. No further technical, dimensional, or chronological information is provided in the source text."",44";;;;;;;
"44,0-آثارنا المنهوبة_25_p083_06963053,""D.) Obverse: Within three concentric circles, Shiʿa kalima in a pseudo-Kufic style"",83,,,""Coin, metal. Obverse with Shiʿa kalima in pseudo-Kufic style within three concentric circles."",""Coin, metal. The obverse is decorated within three concentric circles and bears the Shiʿa kalima rendered in a pseudo-Kufic style. No further details are provided in the source text."",45";;;;;;;
"45,0-آثارنا المنهوبة_25_p084_712079d1,""A fabulous hand-carved alabaster head of a man delineated in high relief, perhaps from a funerary stele, presenting a quixotic visage comprised of gazing almond-shaped eyes beneath thin brows, a slender nose above pursed lips, and protruding rectangular ears, all atop a stocky neck. A stylistically-similar example, of a slightly-larger size with similar facial hair stippling, hammered for $27,500 at Christie's, New York Antiquities auction (sale 3403, December 11, 2014, lot 84): Provenance: ex-private Texas, USA collection, acquired over 20 years ago by late husband All items legal to buy/sell under U.S. The people of these kingdoms created figural representations from alabaster and other stones, including stele with high relief faces honoring the deceased like this one. Size: 5.6"""" W x 9.375"""" H (14.2 cm x 23.8 cm)"",84,,,""Head, alabaster, hand-carved in high relief, perhaps from a funerary stele. The male face has almond-shaped eyes, thin brows, a slender nose, pursed lips, protruding rectangular ears, and a stocky neck. Size: 5.6 in. W x 9.375 in. H (14.2 cm x 23.8 cm)."",""Head, alabaster, hand-carved in high relief, perhaps from a funerary stele. The object presents a male visage with gazing almond-shaped eyes beneath thin brows, a slender nose above pursed lips, protruding rectangular ears, and a stocky neck. The surface is described as quixotic in expression, and the head is noted as stylistically similar to another example with comparable facial hair stippling. The text identifies this type of figural representation as belonging to a tradition of alabaster and other stone stele with high relief faces honoring the deceased. Size: 5.6 in. W x 9.375 in. H (14.2 cm x 23.8 cm)."",46";;;;;;;
"46,0-آثارنا المنهوبة_25_p085_f13f7dbe,""Selling antiquities, ancient and ethnographic art online since 1993, Artemis Gallery specializes in Classical Antiquities (Egyptian, Greek, Roman, Near Eastern), Asian, Pre-Columbian, African / Tribal / Oceanographic art. Each stands slightly forward on its realistic hoof with two claws displayed, the cuboid slightly set over the back of the hoof rather than directly over it, with two naturalistic projections from the back, showing that the artisans who sculpted the molds to create these feet paid close attention to the details of bull anatomy. Four matching, more-than-life-sized cast bronze bull hooves, each capped by a large, cuboid shape, and with two have projecting slots atop the cuboid for attachment. The cuboid projections and slots on two of them suggest that they were made to hold a table or altar rather than a full statue of a bull. Another possibility is that these feet were part of a naos - a simple rectangular temple form - as in an example found near Haoulti, which had four feet shaped like bull's hooves, two pointing forward, and two pointing back, supporting a base that held a niche decorated with ornamentation. Size of each (all are relatively similar): 5.75"""" W x 11"""" H (14.6 cm x 27.9 cm) What might these massive hooves have graced? 1st millennium BCE to early 1st millennium CE, probably later in the period based on the lead weight, which was a later technological innovation to stabilize monumental statuary. For example, the sandstone offering table found at Swada and now at the Louvre (AO 31930) has an animal's head on the left and feet terminating in bull's hooves."",85,,,""Four cast bronze bull hooves, each with a cuboid upper element and two naturalistic projections at the back, probably intended as supports for a table, altar, or naos. Each measures 5.75 in. W x 11 in. H (14.6 cm x 27.9 cm) and is dated to the 1st millennium BCE to the early 1st millennium CE."",""Four cast bronze bull hooves, each more-than-life-sized and similarly proportioned, with a realistic hoof form showing two claws, a cuboid element set slightly over the back of the hoof, and two naturalistic projections from the rear. Two of the examples have projecting slots on top of the cuboid, indicating attachment points. The form suggests that they may have served as supports for a table or altar rather than for a full bull statue";" another possibility is that they belonged to a naos, a simple rectangular temple form. Each measures 5.75 in. W x 11 in. H (14.6 cm x 27.9 cm). The group is dated broadly to the 1st millennium BCE to the early 1st millennium CE, probably later in that range based on the lead weight mentioned in the source text."",47";;;;;;
