,artifact_id,pdf_name,page_num,numero_inventaire,type,description_texte_long,materiel,periode,dimensions,nom_musee_auction,etat,note,text_for_matching,id_page,upgr_desc
43,0-آثارنا المنهوبة_25_p029_7a71fcd3,0-آثارنا المنهوبة_25.pdf,29,29,تمثال آدمي,تمثال لرجل من البرونز والذهب ، واقف يمد يديه إلى الأمام، يلف حول جسمه رداء طويل ، يغطي رأسه بقبعة، يرتدي قالدة ذهبية تبرز من صدره,برونز، وذهب,حوالي القرن الرابع إلى الأول قبل الميالد,ارتفاع 3 3/8 بوصة,LOT - ART,جيدة,,"9 3 3/8 LOT - ART 3 3/8 LOT - ART A human statue. A statue of a man of bronze and gold, standing up his hands forward, wrapping around his body a long robe, covering his head with a hat, wearing a gold necklace popping out of his chest. Brunes, he's gone.",29.0,
44,0-آثارنا المنهوبة_25_p030_6a5dc758,0-آثارنا المنهوبة_25.pdf,30,30,تمثال آدمي,تمثال آدمي واقف، بمالمح وجه غير واضحة، أو أنه قد تم تصويره من الخلف,برونز,حوالي القرن الرابع–الأول قبل الميالد,ارتفاعه 2 5/8 بوصة,LOT - ART,سيئة,,"0 – 2 5/8 LOT - ART A human statue. A human statue standing, with an indistinct hint of a face, or it was filmed from behind. Bronze. Around the 4th century, the first before the Miles. It's 2-5/8 inches high. LOT - ART",30.0,
45,0-آثارنا المنهوبة_25_p031_d07c367c,0-آثارنا المنهوبة_25.pdf,31,31,نقوش مسندية,نقشان مسنديان، الأصغر من البرونز وفيه جزء مفقود من أحد أركانه، عليه كتابة بخط المسند مكونة من سطرين، والآخر الكبير من الفضة، عليه كتابة بخط المسند مكونة من خمسة أسطر، وقد تم ترميمه، والنقش الأكبر يتضمن مفردة نذرية (س ق ن ي ت).,برونز، وفضة,حوالي القرن الثالث إلى الأول قبل الميالد,طولها 44.3 و 38.1 سم,LOT - ART,جيدة,قطعتان,1 . 44.3 38.1 LOT - ART 44.3 38.1 LOT - ART A sandal engraving.,31.0,
46,0-آثارنا المنهوبة_25_p032_c737ed55,0-آثارنا المنهوبة_25.pdf,32,32,ميزاب (صنبور) برأس ثور,ميزاب (صنبور) برأس ثور، لتصريف مياه الأمطار من أسطح المباني، كالمعابد والقصور، على شكل رقبة غليظة ينتهي طرفها برأس ثور واضح المالمح، بقرنان كبيران بارزان، وأذنان خلفهما، وعينان جاحظتان، وخطوط مقوسة غائرة في منتصف األنف، تمتد بطوله من األعلى قناة التصريف.,حجر جيري,حوالي القرن الثالث قبل الميالد/القرن األول الميالدي,ابعاده 20.2 سم × 24 سم × 42 سم,LOT - ART,ممتازة,,2 . / 20.2 × 24 × 42 LOT - ART . / 20.2 × 24 × 42 LOT - ART,32.0,
47,0-آثارنا المنهوبة_25_p033_facfb986,0-آثارنا المنهوبة_25.pdf,33,33,تمثال حيواني,تمثال لحيوان الكلب من البرونز يقف على قاعدة مستطيلة الشكل، عليها كتابة بخط المسند، والكلب رافع رأسه للأعلى، وظهره مقوس نحو الأسفل.,برونز,حوالي القرن الأول قبل الميلاد,7.5 × 7.5 سم,LOT - ART,جيدة,,"3 . 7.5 × 7.5 LOT - ART An animal statue. A statue of a bronze dog standing on a rectangular base, with a handwriting on it, a dog raising his head up, and his back bowing down. Bronze. About the first century B.C. 7.5 x 7.5 cm",33.0,
48,0-آثارنا المنهوبة_25_p034_200fc292,0-آثارنا المنهوبة_25.pdf,34,34,لوحة جدارية,لوحة جدارية من حجر المرمر، مستطيلة الشكل، منحوتة بشكل بارز عليها تمثال نصفي المرأة، اليدان متشابكتان أسفل الصدر، والإبهامان مرفوعان، يقع أسفلها كتابة بخط المسند مكونة من سطر واحد: كالتالي: [... ر] م / ب ر ن ط م / م ر. الجهة اليمنى للوحة تعاني من كسر مفقود، أخذت معها العين اليسرى وأجزاء من اليد اليسرى للمنحوتة، وكذلك الأحرف الأولى للنقش المسند.,حجر مرمر,حوالي القرن الثاني أو الأول قبل الميالد,,LOT - ART,جيدة,هذا االسم(برنطم) ورد في نقوش المسند.,4 : [... ] / . LOT - ART  . LOT - ART  . A mural.,34.0,
49,0-آثارنا المنهوبة_25_p035_2f5db211,0-آثارنا المنهوبة_25.pdf,35,35,عقد,عقد حجري كريم(مرجان) وفضي، مكون من اثنان وخمسون قطعة حجرية كريمة باللون البرتقالي مختلفة الأحجام، تفصل بينها خمسة وعشرون قطعة فضية مختلفة الأشكال والأحجام، قد تم تجميعها على نسيج (خيط) أحمر اللون.,أحجار كريمة(مرجان)، وفضة، ونسيج,,الطول 46 سم,LOT - ART,جيدة جدا,,"5 46 LOT - ART 46 LOT - ART Contract A stone contract, coral and silver, consisting of fifty-two stone pieces of orange cream of different sizes, separated by twenty-five silver pieces of different shapes and sizes, was assembled on the fabric of a red thread. Stones, corals, silver, fabric.",35.0,
50,0-آثارنا المنهوبة_25_p036_bea25d9f,0-آثارنا المنهوبة_25.pdf,36,36,منحوتات ليد وقدم,قطعتان تتكونان من مقدمة قدم يمنى برونزية، ويد بأصابع مضمومة من حجر المرمر.,حجر مرمر، وبرونز,القرن الثالث قبل الميالد القرن األول الميالدي,6.5 و6 سم,LOT - ART,جيدة,عدد اثنتين قطع مختلفة,"6 . 6.5 6 LOT - ART Led sculptures and feet. Two pieces made up of the front of a bronze right foot, and a fistful hand of marble stone. Marblestone, bronze. The third century before the Miles, the Miles. 6.5 and 6 cm LOT - ART",36.0,"Sculptural fragments, bronze and marble stone: two pieces comprising the front of a bronze right foot and a marble stone hand. Third century BC. Dimensions: 6.5 cm and 6 cm."
51,0-آثارنا المنهوبة_25_p037_76bcbec5,0-آثارنا المنهوبة_25.pdf,37,37,شاهد قبر,شاهد قبر ،برأس آدمي، من حجر المرمر، بمالمح وجه واضحة، أنف بارز وطويل وحاجبان مقوسان غائران، وعينان جاحظتان، يتوسطهما ثقبا البؤبؤ الذين كما يبدو أنهما كانا مطعمان، وشفتان بارزتان، وأذنان على الجانبان، كما تظهر فروة الشعر على الرأس.,حجر مرمر,حوالي القرن الثالث قبل الميالد إلى القرن الثالث الميالدي,12.7 سم × 18.5 سم,LOT - ART,جيدة جدا,,7 . 12.7 × 18.5 LOT - ART . 12.7 × 18.5 LOT - ART,37.0,"Lot, art, dimensions 12.7 × 18.5."
52,0-آثارنا المنهوبة_25_p038_a303509a,0-آثارنا المنهوبة_25.pdf,38,38,جرة,جرة فخارية (طين محروق)، ذات فوهة متسعة قليلاً ومقلوبة نحو الخارج، وبدن منتفخ، ومقابض حلقية على الجانبان، وأشرطة من زخارف هندسية مثلثات وخطوط عرضية، مطلية باللونين الأسود والأحمر.,فخار (الطين المحروق),حوالي القرن الثاني قبل الميالد- القرن الثاني الميالدي,الوزن 2.6 كجم، 26.5 سم,LOT - ART,ممتازة,,"8- 2.6 26.5 LOT - ART 2.6 26.5 LOT - ART A jar. A cork jar (burned clay), with a slightly wide nozzle upside down to the outside, a puffed body, snaps on both sides, and tapes of geometric crawling triangles and by-lines, painted in black and red.",38.0,"Jar, burned clay, with a slightly wide outward-flaring nozzle, puffed body, side handles, and decoration of geometric crawling triangles and by-lines painted in black and red."
53,0-آثارنا المنهوبة_25_p039_21a0fd74,0-آثارنا المنهوبة_25.pdf,39,39,شاهد قبر,شاهد قبر برأس آدمي، من الحجر الجيري، بمالمح وجه واضحة، أنف بارز وطويل، وحاجبان مقوسان، وعينان محزوزتان، يتوسطهما ثقبا البؤبؤ، وشفتان صغيرتان بارزتان، ويظهر في منتصف الجبهة حفر,حجر جيري,حوالي القرن الأول- الثاني الميلادي,16 ملم 1.66 جرام,LOT - ART,سيئة,,9 - 16 1.66 LOT - ART - 16 1.66 LOT - ART,39.0,"Object, material not specified. No descriptive information about the object is provided beyond the text “9 - 16 1.66 LOT - ART - 16 1.66 LOT - ART.”"
54,0-آثارنا المنهوبة_25_p040_1772345a,0-آثارنا المنهوبة_25.pdf,40,40,تماثيل حيوانية,تمثالي لحيوان ال جمل من البرونز، كالهما واقفان، بسنام واحد لكل جمل، وذيل قصير نسبياً، أحدهما يرفع رأسه لأعلى، أما الآخر فيمده للأمام,برونز,حوالي القرن الثاني قبل الميالد,45 – 45 × مم30 - 33 :مم؛ الوزن30 جرام,liveauctioneers,سيئة، إذ تعاني من صدأ البرونز,قطعتان,"0 45 – 45 × 30 - 33 : 30 liveauctioneers 45 – 45 × 30 - 33 : 30 liveauctioneers Animal statues. My statue of a bronze camel animal, like them, is standing in one year's sleep per camel, and a relatively short tail, one raising its head up, the other extending it forward.",40.0,
55,0-آثارنا المنهوبة_25_p041_16bc353c,0-آثارنا المنهوبة_25.pdf,41,41,رأس تمثال آدمي,رأس تمثال لرجل ، من حجر المرمر برقبة طويلة، ومالمح وجه واضحة، العينان محزوزتان لوزيتان يتوسطهما ثقبي البؤبؤ، الأنف بارز ومتصل بالحاجبان المحزوزان والمقوسان، والفم بارز، كما تبرز الأذنان على الجانبان.,حجر مرمر,أواخر األلفية الأولى قبل الميالد,23.5 سم,LOT - ART,جيدة جدا,,"1 . 23.5 LOT - ART 23.5 LOT - ART The head of a human statue. The head of a man's statue, from the stone of the marble with a long neck, and the glimpse of a clear face, the eyes are strewn with two blues, mediated by the pupils' holes, the nose is pierced and connected to the janitored and curved eyebrows, and the mouth is piercing, as the ears stand on both sides.",41.0,"Head of a human statue, marble, depicting a male head with a long neck and a partially preserved face. The eyes are indicated by drilled pupils, the nose is pierced, the eyebrows are arched and joined to the nose, the mouth is pierced, and the ears are preserved on both sides."
56,0-آثارنا المنهوبة_25_p042_a0c5b0df,0-آثارنا المنهوبة_25.pdf,42,42,تمثال آدمي,تمثال نصفي المرأة، من الحجر الجيري، تمد يديها إلى الأمام، بملامح وجه واضحة، الأنف بارز متصل بالحاجبين، العينان بارزتان يتوسطهما ثقبا البؤبؤان المفقودان، شفتا الفم بارزتان، ينسدل الشعر من خلف الأذنين، والصدر بارز.,حجر جيري,حوالي القرن الثالث قبل الميالد- القرن الأول الميلادي,350 مم × 145 مم؛ الوزن 8.5 كجم,liveauctioneers,جيدة,,2  350 × 145 8.5 liveauctioneers  350 × 145 8.5 liveauctioneers,42.0,
