artifact_id;lien_ok;text_for_matching;text_for_matching_web;web_text_len
0-آثارنا المنهوبة_25_p055_7d7995f7;https://www.lot-art.com/auction-lots/Sabaean-Bronze-Panel-with-Ancient-Yemeni-Writing/90-sabaean_bronze-06.2.19-artemi;5 : 1- / 2- / 3- / 4- [ ] / 5- / 6- / 7- / 8- / 9- 10.2 × 14.4 LOT - ART FB - Hrmn A pavilion. Bronze pad, surrounded by a prominent frame in writing with a nine-line barge line: 1-A-L-A-T-A-T-A-D-Y/Y-A-N-E-N-E-E-R-E-R-E-R-N-E-R-N-E-R-N-E-N-E-N-A-N-A-T-E-N-E-T-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-N-E-N-N-N-N-N-N-N-N-N-N-N-N-E-N-N-N-N-N-N-E-N-N-N-N-E-N-N-E-N-N-E-N-E-N-N-E-N-E-E-N-E-E-E-N-N-E-E- Bronze. About the first millennium before the miles to the early millennium. 10.2 cm x 14.4 cm LOT - ART Bad.;"The deceased in ancient Saudi Arabia were often represented in anthropomorphic funerary stelae, with relief heads and headdresses, with funerary inscriptions, sometimes carved into stone, sometimes cast in bronze like this one, set beside them. Size: 4"" W x 5.65"" H (10.2 cm x 14.4 cm) Provenance: private East Coast, USA collection All items legal to buy/sell under U.S. A rare bronze inscription panel, with relief letters in the ancient Yemeni alphabet (also known as Old South Arabian), probably in the language of the Kingdom of Qataban. Search Price Results Wish LOT 0090 Sabaean Bronze Panel with Ancient Yemeni Writing [ translate ] Southern Arabian, Sabaean people, ca. The panel is rectangular, with eight lines of evenly spaced, horizontal characters, and a narrower top line with just a few characters in a smaller font size. Statute covering cultural patrimony Code 2600, CHAPTER 14, and are guaranteed to be as described or your money back. We ship worldwide to most countries and handle all shipping in-house for your convenience. A Certificate of Authenticity will accompany all winning bids.";1108
0-آثارنا المنهوبة_25_p056_dc2f7b3e;https://www.lot-art.com/auction-lots/STATUETTE-DE-TAUREAU-EN-ALBATRE-ART-SUD-ARABIQUE-FIN-DU-1er-MILLENAIRE-AV-JC/100-statuette_taureau-13.11.18-artcurial;6 . 13 × 16.1 LOT - ART 13 × 16.1 LOT - ART An animal statue.;Statuette représentant un taureau debout sur une base rectangulaire Dim.: 13 x 16.1 cm Provenance: Galerie Kevorkian, Paris, 2011 A South Arabian alabaster bull, late 1st millennium B.C. Commentaire : Lot en importation temporaire L'acquéreur devra s'acquitter des frais d'importation, soit 5,5% en sus du prix d'adjudication sauf s'il réexporte immédiatement le lot en dehors de l'Union Européenne. Search Price Results Wish LOT 100 STATUETTE DE TAUREAU EN ALBÂTRE, ART SUD-ARABIQUE, FIN DU 1er MILLÉNAIRE AV. [ translate ] ¤ STATUETTE DE TAUREAU EN ALBÂTRE, ART SUD-ARABIQUE, FIN DU 1er MILLÉNAIRE AV. Estimation 10 000 - 12 000 € Sold 10,840 € * Results are displayed including buyer's fees and taxes. They are generated automatically and can be modified.;758
0-آثارنا المنهوبة_25_p057_4b2bc103;https://www.lot-art.com/auction-lots/South-Arabian--A-group-of-six-alabaster-heads/88-south_arabian-03.6.24-sloane;7 . LOT - ART LOT - ART Gravestones. A bunch of gravestones with human heads, from the marble stone, one of which is written in an unclear line, probably the name of the deceased, plus two different pieces. A marble stone, a jerry stone.;[ translate ] South Arabian (?) A group of six alabaster heads and fragments Provenance: Private Collection of Dr. Search Price Results Wish LOT 88 South Arabian (?) A group of six alabaster heads... Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;312
0-آثارنا المنهوبة_25_p058_9c26a93f;https://www.lot-art.com/auction-lots/South-Arabian--A-group-of-six-carved-alabaster/90-south_arabian-03.6.24-sloane;8 . LOT - ART LOT - ART Human gravestones. A bunch of gravestones with human heads, of marble stone, of different sizes. Three of them suffer from the loss of most of their parts, with long and bold noses, with two broken eyes, and a small mouth. A marble stone.;[ translate ] South Arabian (?) A group of six carved alabaster heads Provenance: Private Collection of Dr. Search Price Results Wish LOT 90 South Arabian (?) A group of six carved alabaster... Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;306
0-آثارنا المنهوبة_25_p059_4de81847;https://www.lot-art.com/auction-lots/South-Arabian--Two-alabaster-carved-heads-Provenance-Private/91-south_arabian-03.6.24-sloane;9 LOT - ART LOT - ART Gravestones. Watch human tombs, with a clear-cut face with a high nose, a long, pointed, and two blind eyes, pinned through the eyes, a light smile, a slightly shorter nose and a pointer, and two eyebrows and two eyebrows.;Search Price Results Wish LOT 91 South Arabian (?) Two alabaster carved heads Provenance: Private... [ translate ] South Arabian (?) Two alabaster carved heads Provenance: Private Collection of Dr. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;310
0-آثارنا المنهوبة_25_p060_d921748e;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-CAMEL/508a-south_arabian-25.4.24-archaeological;0 . 7.4 LOT - ART 7.4 LOT - ART An animal statue. An animal statue of a camel, of the bronze, with a high head and two prominent ears, with his neck surrounded by a collar, with a sleeve in his back, with his tail sticking to the back of his back legs, and on his right side, writing in an aristocracy, it appears to be unclear.;Search Price Results Wish LOT 508a A SOUTH ARABIAN BRONZE CAMEL. [ translate ] A SOUTH ARABIAN BRONZE CAMEL. Ex Shlomo Moussaieff coll., Herzliya Pituah.;153
0-آثارنا المنهوبة_25_p061_d7091d94;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-CAST-BRONZE-GOAT-HEAD/507-south_arabian-25.4.24-archaeological;1 . 12 LOT - ART 12 LOT - ART The head of an animal statue. The right side of the head of an oak statue, of the bronze, with a clear glimpse of the face. The eyes are two prominent balls, a chin under the mouth, a broken horn and ear, and rings around it that characterize the horns of the oak. Bronze.;Search Price Results Wish LOT 507 A SOUTH-ARABIAN CAST BRONZE GOAT HEAD. Hellenistic Period, 4th - 2nd century BCE. [ translate ] A SOUTH-ARABIAN CAST BRONZE GOAT HEAD. With nice green patina and in good condition. Ex Shlomo Moussaieff coll., Herzliya Pituah.;259
0-آثارنا المنهوبة_25_p062_6e84de98;https://www.lot-art.com/auction-lots/A-South-Arabian-Limestone-Head/95-south_arabian-22.11.24-freeman;2 . 24.45 LOT - ART . 24.45 LOT - ART;Search Price Results Wish LOT 95 A South Arabian Limestone Head [ translate ] A South Arabian Limestone Head Circa 3rd-1st Century B.C. Height with stand 11 5/8 inches (29.53 cm). Ryedale Auctioneers, Yorkshire, The Victor Brox Collection, 2 May 2024, Lot 33;
0-آثارنا المنهوبة_25_p063_c1d108c1;https://www.lot-art.com/auction-lots/South-Arabian-A-South-Arabian-Limestone-Oil-Lamp-Ex-Christies/91596715-south_arabian-22.12.24-catawiki;3 . 12.4 LOT - ART LOT - ART Sacrificed. Sacrificed from limestone, sitting in the form of a human sitting, his legs broken, holding in his hands the shape of an animal, above a hole in the pump of ignition oil and putting a fuse in it. Jerry's Stone. About the third century before the miles.;Search Price Results Wish LOT 91596715 South Arabian A South Arabian Limestone Oil Lamp Ex Christies [ translate ] A South Arabian Limestone Oil lamp ,CIRCA 1ST CENTURY B. In the form of a bearded man, seated with his legs bent at the knees, the round fill hole at the top of his head, a loop at the nape of his neck, his arms wrapped around a turtle projecting outwards from his lap, its head forming the nozzle4 7/8 in. 4 cm.) high Provenance: Christies NY, June 4, 2008 Lot #92.;481
0-آثارنا المنهوبة_25_p064_f6ce2f73;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-FIGURE-OF-A-PRIEST/437-south_arabian-13.7.24-apollo;4 : 1- 2- [...] 300 - 100 380 × 160 5.3 LOT - ART A human statue. A statue of a man of marble stone, whose hands are broken, standing on a rectangle base of two levels, with a two-line blade line written as follows: A marble stone. About 300 before Miled-100 Miles. 380 mm x 160 mm;Search Price Results Wish LOT 437 SOUTH ARABIAN ALABASTER FIGURE OF A PRIEST [ translate ] SOUTH ARABIAN ALABASTER FIGURE OF A PRIEST Ca. For similar see: Sotheby’s, Ancient Sculpture and Works of Art, Part I (7 December 2021), Lot 4.Size: 380mm x 160mm;
0-آثارنا المنهوبة_25_p065_816507df;https://www.lot-art.com/auction-lots/South-Arabian-A-Group-of-five-stone-carved-heads-/321-south_arabian-12.6.24-sloane;5 . LOT - ART LOT - ART Gravestones. A bunch of gravestones in the form of human heads, from al-marmer stone in different colors, long, prominent noses, some broad, two prominent eyes, small and prominent mouths, three of which have to be written in the pavilion line. A marble stone.;[ translate ] South Arabian A Group of five stone carved heads, three with Ancient South Arabian inscription To be sold without reserve Provenance: Private Collection of Dr. Search Price Results Wish LOT 321 South Arabian A Group of five stone carved heads,... Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;373
0-آثارنا المنهوبة_25_p066_7c445bf9;https://www.liveauctioneers.com/search/?keyword=South%20Arabian&sort=-relevance&status=online;6 4.13 4.47 liveauctioneers Amulet. A rectangular gold amulet, with a piercing hole above it, framed by geometric ceramics, lines and triangles, mediated by vegetarian potters, a palm tree. Gold. Around the century, the Miles.;;0
0-آثارنا المنهوبة_25_p067_31aa95b1;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-ALABASTER-HEAD-CIRCA-1ST-CENTURY-BCAD/63-south_arabian-03.7.24-christie;7 . 18 LOT - ART 18 LOT - ART The head of a human statue. The head of a human statue of the white marble stone with a long neck surrounded by three dark circular lines, with clear facial features, with apricots and barbs, with two prominent eyes mediated by the holes of the missing pupils, with two eyebrows with horizontal lines, two puffed cheeks, a puffed mouth, and on both sides of the head, the ears stand out.;Search Price Results Wish LOT 63 A SOUTH ARABIAN ALABASTER HEAD CIRCA 1ST CENTURY B.C./A.D. [ translate ] A SOUTH ARABIAN ALABASTER HEAD CIRCA 1ST CENTURY B.C./A.D. (18 cm.) high Provenance with Galerie Orient-Occident, Paris.;226
0-آثارنا المنهوبة_25_p068_2be803ae;https://www.lot-art.com/auction-lots/South-Arabian--Two-limestone-heads-Provenance-Private-Collection/300-south_arabian-12.6.24-sloane;8 : . 1- 8 4.5 2- 7 5.25 LOT - ART . 1- 8 4.5 2- 7 5.25 LOT - ART;Search Price Results Wish LOT 300 South Arabian (?) Two limestone heads Provenance: Private Collection... [ translate ] South Arabian (?) Two limestone heads Provenance: Private Collection of Dr. From the Dr Mohammed S Farsi Collection Dimensions: [a] 8 in. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;370
0-آثارنا المنهوبة_25_p069_9ad36b3a;https://www.lot-art.com/auction-lots/South-Arabian-A-black-stone-circular-incense-burner-To/310-south_arabian-12.6.24-sloane;9 . 5 6.25 LOT - ART 6.25 LOT - ART Crabs table. A two-strike table of marble stone, round-shaped, standing on three cylinder legs, with a flat surface, and on its outer side vertically marked lines, showing traces of squid. A marble stone.;[ translate ] South Arabian A black stone circular incense burner To be sold without reserve Provenance: Private Collection of Dr. Search Price Results Wish LOT 310 South Arabian A black stone circular incense burner To... From the Dr Mohammed S Farsi Collection Dimensions: 5 in. Mohammed Said Farsi (1936-2019), acquired between 1960-90 at Christie's, Sotheby's and Mayfair Galleries London.;393
0-آثارنا المنهوبة_25_p070_8aeba613;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-BOWL/720-south_arabian-03.10.23-archaeological;0 . 13.6 LOT - ART LOT - ART A bowl. A bronze bowl, containing paintings and decorations of three humans, three palm trees, two plant decorations, and a snake. Bronze. Around the 4th to 2nd century before the Miles.;Search Price Results Wish LOT 720 A SOUTH-ARABIAN BRONZE BOWL. Hellenistic Period, 4th - 2nd century BCE. Decorated in relief with 3 human figures, 3 palm trees, 2 floral motifs and a serpent. [ translate ] A SOUTH-ARABIAN BRONZE BOWL.;235
0-آثارنا المنهوبة_25_p071_6a058638;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-OIL-LAMP-WITH-AN-IBEX-HANDLE-AND-INSCRIBED-ON-THE-SIDES/672-south_arabian-20.4.22-archaeological;1 . 21.8 LOT - ART 21.8 LOT - ART Sacrificed. A saddle of bronze, made up of an old tub to pour oil into it and put the fuse in it, with the end of it coming with a handle that ends in the front half of the oak, marked by the horns of the back, the chin under the mouth, and the feet that run forward. Bronze.;Search Price Results Wish LOT 672 A SOUTH ARABIAN BRONZE OIL LAMP WITH AN IBEX HANDLE AND INSCRIBED ON THE SIDES. [ translate ] A SOUTH ARABIAN BRONZE OIL LAMP WITH AN IBEX HANDLE AND INSCRIBED ON THE SIDES. Simpson (ed.), 2002, Queen of Sheba: Treasures from Ancient Yemen, p. The handle is reattached but in good condition. For a parallel in the British Museum, see: J. Ex Shlomo Moussaieff coll., Herzliyah Pituah.;417
0-آثارنا المنهوبة_25_p072_9919924b;https://www.lot-art.com/auction-lots/Late-Uruk-South-Arabian-Stone-Stamp-Seal-Bead/67-late_uruk-13.2.20-artemi;2 . 3400 3100 0.8 × 0.25 (2 × 0.6 ) 2.8 (7.1 ) LOT - ART Seal. A rare cylindrical seal of black stone, punctured for comment, its surface is carved with symbols that look like an accelerator. Black stone. About 3,400 to 3100 before the miles. 0.8 in width x 0.25 in height (2 cm x 0.6 cm);These symbols feature dots and straight lines, repeated all the way around the body of the bead;
0-آثارنا المنهوبة_25_p073_ccc96b0e;https://www.lot-art.com/auction-lots/Sabaean-Bronze-Camel-South-Arabian-Peninsula-5-cm-L/20361477-sabaean_bronze-22.8.18-catawiki;3  5 LOT - ART LOT - ART An animal statue. A camel statue, bronze, with a high head and two high ears, with his neck surrounded by a collar, with his back mediated by a sleeve. Bronze. Around the first century BC - the first century CD;Search Price Results Wish LOT 20361477 Sabaean Bronze Camel, South Arabian Peninsula, 5 cm L [ translate ] Standing camel with long tucked tail. The seller guarantees that this item has been legally acquired & will be legally exported, related documents seen by Catawiki. This item do not need an export licence within the EU.;326
0-آثارنا المنهوبة_25_p074_35a83904;https://www.lot-art.com/auction-lots/Beautiful-South-Arabian-Alabaster-Tripod-Offering-Table/70c-beautiful_south-10.11.22-artemiinfo@goam.gov.ye;4 . 4.93 15 LOT - ART Crabs table. A three-legged round-shaped table with a cylindrical rooftop on its side with prominent vertical lines. A marble stone. About the third century before the miles into the first of the miles. Weight 4.93 g, 15 mm;;0
