artifact_id;pdf_name;page_num;numero_inventaire;type;description_texte_long;materiel;periode;dimensions;nom_musee_auction;etat;note;lien_ok
0-آثارنا المنهوبة_25_p037_76bcbec5;0-آثارنا المنهوبة_25.pdf;37;37;شاهد قبر;شاهد قبر ،برأس آدمي، من حجر المرمر، بمالمح وجه واضحة، أنف بارز وطويل وحاجبان مقوسان غائران، وعينان جاحظتان، يتوسطهما ثقبا البؤبؤ الذين كما يبدو أنهما كانا مطعمان، وشفتان بارزتان، وأذنان على الجانبان، كما تظهر فروة الشعر على الرأس.;حجر مرمر;حوالي القرن الثالث قبل الميالد إلى القرن الثالث الميالدي;12.7 سم × 18.5 سم;LOT - ART;جيدة جدا;;https://www.lot-art.com/auction-lots/Fine-South-Arabian-Alabaster-Male-Head/48-fine_south-14.7.22-artemi
0-آثارنا المنهوبة_25_p038_a303509a;0-آثارنا المنهوبة_25.pdf;38;38;جرة;جرة فخارية (طين محروق)، ذات فوهة متسعة قليلاً ومقلوبة نحو الخارج، وبدن منتفخ، ومقابض حلقية على الجانبان، وأشرطة من زخارف هندسية مثلثات وخطوط عرضية، مطلية باللونين الأسود والأحمر.;فخار (الطين المحروق);حوالي القرن الثاني قبل الميالد- القرن الثاني الميالدي;الوزن 2.6 كجم، 26.5 سم;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/Western-Asiatic-South-Arabian-Painted-Jar/1688-western_asiatic-04.6.20-timeline
0-آثارنا المنهوبة_25_p039_21a0fd74;0-آثارنا المنهوبة_25.pdf;39;39;شاهد قبر;شاهد قبر برأس آدمي، من الحجر الجيري، بمالمح وجه واضحة، أنف بارز وطويل، وحاجبان مقوسان، وعينان محزوزتان، يتوسطهما ثقبا البؤبؤ، وشفتان صغيرتان بارزتان، ويظهر في منتصف الجبهة حفر;حجر جيري;حوالي القرن الأول- الثاني الميلادي;16 ملم 1.66 جرام;LOT - ART;سيئة;;https://www.lot-art.com/auction-lots/Fine-South-Arabian-Qatabanian-Stone-Head/58-fine_south-10.9.20-artemi
0-آثارنا المنهوبة_25_p040_1772345a;0-آثارنا المنهوبة_25.pdf;40;40;تماثيل حيوانية;تمثالي لحيوان ال جمل من البرونز، كالهما واقفان، بسنام واحد لكل جمل، وذيل قصير نسبياً، أحدهما يرفع رأسه لأعلى، أما الآخر فيمده للأمام;برونز;حوالي القرن الثاني قبل الميالد;"45 – 45 × مم30 - 33 :مم؛ الوزن30 جرام";liveauctioneers;سيئة، إذ تعاني من صدأ البرونز;قطعتان;https://www.liveauctioneers.com/search/?keyword=South%20Arabian&sort=-relevance&status=online
0-آثارنا المنهوبة_25_p041_16bc353c;0-آثارنا المنهوبة_25.pdf;41;41;رأس تمثال آدمي;رأس تمثال لرجل ، من حجر المرمر برقبة طويلة، ومالمح وجه واضحة، العينان محزوزتان لوزيتان يتوسطهما ثقبي البؤبؤ، الأنف بارز ومتصل بالحاجبان المحزوزان والمقوسان، والفم بارز، كما تبرز الأذنان على الجانبان.;حجر مرمر;أواخر األلفية الأولى قبل الميالد;23.5 سم;LOT - ART;جيدة جدا;;https://www.lot-art.com/auction-lots/TETE-MASCULINE-EN-ALBATRE-ART-SUD-ARABIQUE-FIN-DU-1ER-MILLENAIRE-AVJC/7-tete_masculine-24.5.16-artcurial
0-آثارنا المنهوبة_25_p042_a0c5b0df;0-آثارنا المنهوبة_25.pdf;42;42;تمثال آدمي;تمثال نصفي المرأة، من الحجر الجيري، تمد يديها إلى الأمام، بملامح وجه واضحة، الأنف بارز متصل بالحاجبين، العينان بارزتان يتوسطهما ثقبا البؤبؤان المفقودان، شفتا الفم بارزتان، ينسدل الشعر من خلف الأذنين، والصدر بارز.;حجر جيري;حوالي القرن الثالث قبل الميالد- القرن الأول الميلادي;"350 مم × 145 مم؛ الوزن 8.5 كجم";liveauctioneers;جيدة;;https://www.liveauctioneers.com/search/?keyword=South%2Arabian&sort=-relevance&status=online
0-آثارنا المنهوبة_25_p043_e92bb9bc;0-آثارنا المنهوبة_25.pdf;43;43;تمثال حيواني;تمثال لحيوان الجمل من البرونز منتصب الرأس، وله سنام خفيف في منتصف الظهر، وذيل صغير مشتد خلف رجليه الخلفيتين. مالمح الرأس واضحة وبارزة.;معدنية;حوالي أوائل الألفية الأولى قبل الميالد;10.2 سم × 9 سم (عرض 4 بوصات × ارتفاع 3.55 بوصة). ارتفاع 3.9 بوصة (9.9 سم);LOT - ART;سيئة;;https://www.lot-art.com/auction-lots/Ancient-South-Arabian-Bronze-Statuette-Camel/83-ancient_south-27.9.18-artemi
0-آثارنا المنهوبة_25_p044_1394a6c0;0-آثارنا المنهوبة_25.pdf;44;44;تمثال آدمي;تمثال المرأة من حجر المرمر، منتصب القامة، تمد يديها الى الأمام، اليد اليمنى متضررة، والقدمان اليمنى مفقودة واليسرى مكسور طرفها، بملامح وجه واضحة، الأنف مكسور، والحاجبان مقوسان غائران، أسفلهما عينان غائرتان كما يبدو أنهما كانتا مطعمتان، لها شفتان بارزتان.;حجر مرمر;حوالي القرن الأول قبل الميالد- القرن الأول الميلادي;الوزن الإجمالي 15.55 كجم، الارتفاع 47.5 سم شاملاً الحامل;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Large-South-Arabian-Alabaster-Standing-Figure-of-a-Goddess/249-large_south-04.3.25-timeline
0-آثارنا المنهوبة_25_p045_eaae26b1;0-آثارنا المنهوبة_25.pdf;45;45;نقش مسند;نقش مسند من البرونز، عليه كتابة بخط المسند البارز مكونة من تسعة أسطر، يعلو النقش أشكال حيوانية خرافية متقابلة يتوسطهما شجرة النخيل، وفي الزوايا العلوية يوجد ثقبين.;برونز;حوالي القرن الثاني قبل الميالد- القرن الثاني الميالدي;وزنها اإلجمالي 3 كجم، وطولها 19-27 سم;LOT – ART;سيئة جداً، إذ تعاني من كسر في الوسط أدى إلى تجزئتها نصفين، باإلضافة إلى عدة شقوق ال.تزال متصلة;;https://www.lot-art.com/auction-lots/Western-Asiatic-South-Arabian-Plaque/260-western_asiatic-28.5.19-timeline
0-آثارنا المنهوبة_25_p046_0ea08f6c;0-آثارنا المنهوبة_25.pdf;46;46;تمثال حيواني;تمثال لحيوان الحصان، من البرونز، يقف على أربع أرجل، فمه مفتوح، وعيناه غائرتان، له أذنان بارزتان، بالإضافة إلى خصالت شعر تنسدل من أعلى رأسه إلى ظهره، له ذيل قصير جدا، يتوسط ظهره سرج أطرافه مزخرفة على هيئة الأسنان، ويتوسط السرج بروز يجسد المقبض.;برونز;القرنان الرابع والثالث قبل الميالد;الوزن 1.1 كجم، 19.5 سم;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/Large-South-Arabian-Bronze-Horse/263-large_south-26.11.24-timeline
0-آثارنا المنهوبة_25_p047_a4daec26;0-آثارنا المنهوبة_25.pdf;47;47;دمية آدمية;دمية طينية ،المرأة من الفخار (الطين المحروق)، عليها طالء باللون الأبيض كما يقسم تفاصيل جسدها خطوط باللون الأحمر، أطرافها الأربعة مكسورة، وأما أردافها فقد تم تضخيمها، مالمح الوجه واضحة، بأنف بارز وفم وعينان ملونه باللونين الأحمر والأسود، على فخذها الأيمن حرف الدال بخط المسند كالتالي: 1- د 2- د;فخار (طين محروق);األلفية األولى قبل الميالد;15.8×9×0 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Sabaean-Kingdom-South-Arabian-Terracotta-Very-Rare-Fertility-Female-Figure-with-Inscription-with-TL-Test-1st-Millennium-BC-15/75971449-sabaean_kingdom-30.10.23-catawiki
0-آثارنا المنهوبة_25_p048_04475953;0-آثارنا المنهوبة_25.pdf;48;48;أواني;مجموعة من الأواني: 1- سلطانية فضية ضحلة، ذات دوائر متحدة المركز، محفورة على حافتها الخارجية، بحالة جيدة جدًا. 2- سلطانية فضية شبه كروية، مزينة بزخارف نباتية محفورة على حافتها الخارجية، مع نقش صغير. 3- سلطانية فضية مزخرفة، مزينة بزخارف نباتية مذهبة محفورة على حافتها الداخلية، تم ترميم جزء صغير من حافتها. 4- وعاء أسطواني فضي، مزين بزخارف نباتية مذهبة محفورة على حافته الخارجية، بحالة جيدة جدًا. 5- إناء أسطواني فضي، مزين بشريط ذهبي عليه نقش أسود على حافته الخارجية، والوسط مُرمم. 6- كأس فضي، محفور على حافته الداخلية، بحالة جيدة جدًا. 7- مصفاة فضية، محفور على حافتها، بها تلف طفيف.;فضة;القرنان الأول والثاني ميالدي;1- قطرها 17.4 سم 2- قطرها 13.9 سم 3- قطرها 11.8 سم 4- قطره 11.3 سم 5- قطره 11.3 سم 6- ارتفاعه 7.5 سم 7- قطرها 8 مم;LOT - ART;جيدة;سبع قطع;https://www.lot-art.com/auction-lots/A-LOT-OF-7-SOUTH-ARABIAN-SILVER-VESSELS/633-south_arabian-23.9.21-archaeological
0-آثارنا المنهوبة_25_p049_2f28b0e7;0-آثارنا المنهوبة_25.pdf;49;49;عملة يمنية قديمة;عملة يمنية قديمة، على أحد وجهيها تجسيد لطائر البومة، أما الوجه الآخر فيبدو أنه يحوي تجسيد لوجه آدمي.;معدنية;حوالي القرن الثالث قبل الميالد;الوزن 4.93 غرام، 15 مم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/South-Arabia-Saba-AR-Unit/3014-south_arabia-08.3.25-timeline
0-آثارنا المنهوبة_25_p050_ee11b378;0-آثارنا المنهوبة_25.pdf;50;50;عملة يمنية قديمة;عملة يمنية قديمة، على كال وجهيها تجسيد لوجه آدمي أحدها يظهر ملتحي واآلخر بال لحية.;معدنية;حوالي القرن الثاني واألول قبل الميالد;1.88 غرام، 11 مم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/South-Arabia-Himyar-AR-Unit/2970-south_arabia-07.9.24-timeline
0-آثارنا المنهوبة_25_p051_3acdaa81;0-آثارنا المنهوبة_25.pdf;51;51;عملة يمنية قديمة;عملة يمنية قديمة، على أحد وجهيها تجسيد لوجه آدمي بمالمح وجه واضحة، كما يبدو أنه يرتدي قرط.;معدنية;حوالي منتصف القرن الرابع والقرن الثالث قبل الميالد;11 مم، 1.98 غرام;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-SOUTHERN-Qataban-Unknown-Rulers-350-300-BC-AR-hemidrachm-11mm-198-gm-8h-NGC-Choice-AU-55-35-graffito/64095-ancient_arabia-25.1.23-heritage
0-آثارنا المنهوبة_25_p052_3bf323d0;0-آثارنا المنهوبة_25.pdf;52;52;عملة يمنية قديمة;عملة يمنية قديمة، على أحد وجهيها تجسيد لوجه آدمي بملامح وجه واضحة، كما يبدو أنه يرتدي قرط.;معدنية;حوالي منتصف القرن الرابع والقرن الثالث قبل الميالد;12 مم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-Qataban-Unknown-Rulers-ca-350-300-BC-AR-hemidrachm-12mm-9h-NGC-Choice-VF-die-shift/22104-ancient_arabia-17.11.24-heritage
0-آثارنا المنهوبة_25_p053_809895ce;0-آثارنا المنهوبة_25.pdf;53;53;عملة;عملة يمنية قديمة، على أحد وجهيها تجسيد لوجه آدمي بملامح وجه واضحة، كما يبدو أنه يرتدي قرط.;معدنية;حوالي منتصف القرن الرابع والقرن الثالث قبل الميالد;12 مم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-Qataban-Unknown-Rulers-ca-350-300-BC-AR-hemidrachm-12mm-8h-NGC-VF-scratches/22105-ancient_arabia-17.11.24-heritage
0-آثارنا المنهوبة_25_p054_975a31dd;0-آثارنا المنهوبة_25.pdf;54;54;عملة يمنية قديمة;عملة يمنية قديمة، على أحد وجهيها تجسيد لوجه آدمي بمالمح وجه واضحة، كما يبدو أنه يرتدي قرط.;معدنية;حوالي منتصف القرن الرابع والقرن الثالث قبل الميالد;12 مم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-Qataban-Unknown-Rulers-ca-350-300-BC-AR-hemidrachm-12mm-9h-NGC-Choice-VF/22103-ancient_arabia-17.11.24-heritage
