artifact_id;wb_txt_shrt;wb_txt_lg;looted_text
0-آثارنا المنهوبة_25_p087_a80eaa61;Stone group of six South Arabian elements, including two seated figures, one standing figure, one bust, one small horse, and one bull head.;Stone group of six South Arabian elements, comprising two seated figures, one standing figure, one bust, one small horse, and one bull head. The objects are described as South Arabian and made of stone. Provenance noted in the source text includes the private collection of Dr. Mohammed Said Farsi (1936-2019), with acquisitions made between 1960 and 1990 at Christie’s, Sotheby’s, and Mayfair Galleries, London.;"Human statues, marble stone, a group of carved marble figures comprising two seated statues, one standing figure beneath them, a bust, a small horse, and a mural with an ox’s head; dimensions recorded as 7 × 4 × 2.5 and 2.5 × 3 × 0.5."
0-آثارنا المنهوبة_25_p088_83fc102a;Votive figure with alabaster head, from Volterra. The object is identified as Yemeni in the source text.;Votive figure with alabaster head, from Volterra. The source text identifies the object as Yemeni and notes its provenance from Volterra. No further technical, chronological, dimensional, or material details are provided in the source text.;Two human statues and a face, marble stone, comprising two human statues in a sitting position and an empty-eyed human mask with mouth and nose, all in marble stone.
0-آثارنا المنهوبة_25_p093_28b41208;"Figure, alabaster. South Arabian seated figure of the Sun Goddess with bulbous coiffure, long nose, incised arched brows, and large inlaid white stone pupils remaining; the arms are bent at the elbows and held out in front, with one hand clenched and pierced vertically for an attachment and the other held open. H: 35.50 cm.";"Figure, alabaster. South Arabian seated figure of the Sun Goddess, with a bulbous coiffure, long nose, incised arched brows, and large inlaid white stone pupils remaining. The arms are bent at the elbows and held out in front; one hand is clenched and pierced vertically for an attachment, while the other is held open. The figure stands on a square pedestal with a finely incised three-line Old South Arabian dedicatory inscription reading: “Am’al Kalan Barntum, and Haywu and Safliyan have dedicated (this monument) to Dha t’Adihanum, as all his dedicator’s due”. The inscription is described as a dedication to the goddess, to settle the dedicators’ account with the deity. Height: 35.50 cm. Reference 21362.";"Human bust, marble stone, depicting a woman with the hands extended forward, hair falling behind the ears, eyes with two recessed pupils, a long nose, and bars; the bust is placed on a separate inscribed base with a three-line inscription."
0-آثارنا المنهوبة_25_p094_3329b4f9;Cup, faience, Middle Bronze Age (17th-16th century B.C.).;Cup, faience, Middle Bronze Age (17th-16th century B.C.). The source text identifies a feline-headed cup from the Middle Bronze Age and specifies the material as faience. No further technical, dimensional, or contextual information is provided.;Tombstone, marble, with a human face carved in relief or incised on the stone, showing a long nose, eyebrows connected to the beard, two pierced and closed eyes, and a very small mouth.
0-آثارنا المنهوبة_25_p095_9ee6e6c7;"Funerary stele, alabaster, South Arabian, ca. 200 BC-200 AD. Stylised low-relief depiction of the deceased's face, with emphasis on the eyes and nose. Size: L: 190 mm; W: 120 mm.";Funerary stele, alabaster, South Arabian, ca. 200 BC-200 AD. The stele bears a stylised low-relief depiction of the deceased's face, with the eyes and nose emphasised. The object is described as a South Arabian alabaster funerary stele. Recorded size: length 190 mm, width 120 mm.;"Tombstone, marble stone, with a human face in relief or incised depiction showing a broad long rectangular nose, two visible eyes with indicated pupils, a small mouth, and a wide chin; below the face is a two-line inscription. The object is described as a marble tombstone and is dated to about 200 BCE."
0-آثارنا المنهوبة_25_p096_ca1b4fa3;Head, alabaster, South Arabian, ca. L: 70 mm, W: 50 mm.;Head, alabaster, South Arabian, ca. L: 70 mm and W: 50 mm. The object is identified as a head and is made of alabaster. No further typological, contextual, or chronological information is provided in the source text beyond the South Arabian attribution and approximate size.;Head, material not specified. The head of a human statue.
0-آثارنا المنهوبة_25_p097_d944cef5;Face stele, South Arabian alabaster, ca. 165 mm long and 115 mm wide.;"Face stele, South Arabian alabaster, of approximately 165 mm in length and 115 mm in width. The object is identified as a face stele; no further technical, typological, or contextual details are provided in the source text.";"Human statue face, marble stone, carved in marble, with clear features; the eyes are blind, long and well connected, the eyebrows are strongly joined, the nostrils are open, the mouth is small, and the chin is broad. Dated to about 200 BC–100 BC."
0-آثارنا المنهوبة_25_p098_049174ca;Head, alabaster, Ancient South Arabian Sabaean, c. 2nd century BC. Fine carved head of a man in high relief with wide-open almond-shaped eyes, an arched browline, and closed lips.;Head, alabaster, Ancient South Arabian Sabaean, c. 2nd century BC. Fine carved alabaster head of a man in high relief, with wide-open almond-shaped eyes, an arched browline, and closed lips. The source text identifies the object as Ancient South Arabian, Sabaean, and notes a provenance statement that is incomplete in the provided text.;Head of a human statue, marble stone, depicting a male head with a clear face, almond-shaped eyes, packed eyebrows, a long broken nose, closed lips, ears on both sides, and a short neck.
0-آثارنا المنهوبة_10_p003_2e6655ff;Figurine, alabaster: a realistically carved South Arabian camel, depicted as a dromedary standing four-square with head erect.;Figurine, alabaster: a realistically carved South Arabian camel, identified as a dromedary, standing four-square with its head erect. The object is described as belonging to Ancient South Arabia, a geographical label for a region occupied by the kingdoms of Sabaʼ, Qatabān, Ma‘īn, Ḥaḍramawt, the Kingdom of Awsan, and the Himyarite Kingdom. The source notes that the territory of these kingdoms corresponds to parts of modern-day Yemen and Oman, extending north to the Arabian oasis of Dedan, to Ethiopia, and as far as the East African coast, including modern Tanzania. The text also states that animal depictions in this region had significance in religious rituals and as mythical creatures, as well as as incarnations or symbols of gods and goddesses.;"Camel statue, marble, standing on a rectangular base, with a pointed sleeve, a neck curved upward to the highest point, and the head emphasized to the front; dated to the 1st–2nd century BCE."
0-آثارنا المنهوبة_10_p007_57cd23fb;Ring, gold, South Arabian, with a decorated oval bezel, circa 2nd century AD. Width: 1.6 cm.;Ring, gold, South Arabian, with a decorated oval bezel, circa 2nd century AD. The ring is described as a child’s ring and is comprised of a thick D-shaped hoop which flares outwards at the shoulders before widening to encompass the bezel. Incised lines have been used to create the particles of his hair, tied with a filet. To the left, from top to bottom, are the signs ‘nun’ (n) and ‘dal’ (d) respectively. Width: 1.6 cm.;"Gold ring, representing a seal, with an elliptical jet intaglio carved with the letters “N” and “D” on the left side and “A” and “M” on the right side; a sunbeam motif is also engraved at the top and bottom of the profile. Made of gold, dated to around the 2nd century AD. Weight 8.74 g."
0-آثارنا المنهوبة_10_p031_29d014fc;Auction series and calendar listing, printed text on promotional material, 2026.;Auction series and calendar listing, printed text on promotional material, 2026. The source text records a schedule of Christie’s auction series, online auctions, live auctions, exhibitions, learning events, and auction results across Hong Kong, Paris, London, and New York, with dates ranging from March to May 2026. It includes references to categories such as 20th/21st Century Art, Modern New York, Collections, Luxury, Watches, Prints and Multiples, Art Contemporain, Modern American Art, Photographs, Impressionniste & Moderne, Living with African and Oceanic Arts, Fine Chinese Classical Paintings and Calligraphy, Indian Painting and Calligraphy, and Fine and Rare Wines and Spirits.;"Coin, silver, Dinar of Yemen, issued under Ali Ben Mohammed, dated 439-59/1047-67; weight 2.49 g; recorded as very soft silver."
