0-آثارنا المنهوبة_25_p045_eaae26b1;LOT – ART;سيئة جداً; إذ تعاني من كسر في الوسط أدى إلى تجزئتها نصفين; باإلضافة إلى عدة شقوق ال.تزال متصلة;;https://www.lot-art.com/auction-lots/Western-Asiatic-South-Arabian-Plaque/260-western_asiatic-28.5.19-timeline;A pavilion.;A graft of bronze, written in a nine-line strand, with the gravitational gravitational shapes of a converse animal mediated by the palm tree, and in the upper corners, there are two holes.;Bronze.;About the second century before the miles... the second century before the miles...;It weighs 3 kg, 19-27 cm long.;LOT – ART;Too bad, having a fracture in the middle that caused her to split in half, plus several incisions of the... still connected.;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p046_0ea08f6c; يتوسط ظهره سرج أطرافه مزخرفة على هيئة الأسنان; ويتوسط السرج بروز يجسد المقبض.;برونز;القرنان الرابع والثالث قبل الميالد;الوزن 1.1 كجم; 19.5 سم;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/Large-South-Arabian-Bronze-Horse/263-large_south-26.11.24-timeline;An animal statue.;A horse animal statue, from the bronze, stands on four legs, has an open mouth, eyes are empty, has two distinct ears, in addition to hair that drips from top to back, has a very short tail, his back is mediated by a tooth-shaped saddle, and the saddle is bruising the handle.;Bronze.;The fourth and third centuries before the miles.;Weight 1.1 kg, 19.5 cm;LOT - ART;Excellent.;;;;;;;;
0-آثارنا المنهوبة_25_p047_a4daec26;فخار (طين محروق);األلفية األولى قبل الميالد;15.8×9×0 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/Sabaean-Kingdom-South-Arabian-Terracotta-Very-Rare-Fertility-Female-Figure-with-Inscription-with-TL-Test-1st-Millennium-BC-15/75971449-sabaean_kingdom-30.10.23-catawiki;A human doll.;"A clay puppet, a woman of pottery (burned mud), has a white-colored blade with her body detail dividing lines with red, four limbs broken, and her buttocks have been enlarged, with a clear face erased, with a piercing nose, mouth and eyes colored with red and black, on her right thigh, the ""D"" in the line, as follows: 1.d.2.d.d.";(burned clay);Alvey Ally before the Miles.;15.8 times 9 times 0 centimeters.;LOT - ART;Good.;;;;;;;;;;;
0-آثارنا المنهوبة_25_p048_04475953; مزين بزخارف نباتية مذهبة محفورة على حافته الخارجية; بحالة جيدة جدًا. 5- إناء أسطواني فضي; مزين بشريط ذهبي عليه نقش أسود على حافته الخارجية; والوسط مُرمم. 6- كأس فضي; محفور على حافته الداخلية; بحالة جيدة جدًا. 7- مصفاة فضية; محفور على حافتها; بها تلف طفيف.;فضة;القرنان الأول والثاني ميالدي;1- قطرها 17.4 سم 2- قطرها 13.9 سم 3- قطرها 11.8 سم 4- قطره 11.3 سم 5- قطره 11.3 سم 6- ارتفاعه 7.5 سم 7- قطرها 8 مم;LOT - ART;جيدة;سبع قطع;https://www.lot-art.com/auction-lots/A-LOT-OF-7-SOUTH-ARABIAN-SILVER-VESSELS/633-south_arabian-23.9.21-archaeological;Ow! Ow! Ow! Ow!;A bunch of pots: 1. A shallow silver sultan, with concentric circles, carved on its outer edge, is in very good condition. 2. A silver-skinned, semi-croached, vegetarian vegetarian casserole on its outer edge, with a small inscription. 3. A silver-stained, decorated, decorated vegetated vegetarian on its outer edge, with a very good state. 5. A silver cycling, with a gold ribbon on its outer edge, and a peeked middle. 6. A silver casserole, carved on its inner edge, is in very good condition. 7. A silver refinery, carved on its edge, with minor damage.;Silver.;The first and second horns are Milady.;1. Its diameter is 17.4 cm 2. Its diameter is 13.9 cm 3. Its diameter is 11.8 cm 4. Its diameter is 11.3 cm, its diameter is 11.3 cm, its height is 7.5 cm, its diameter is 8 mm.;LOT - ART;Good.;Seven pieces.;;
0-آثارنا المنهوبة_25_p049_2f28b0e7;جيدة;;https://www.lot-art.com/auction-lots/South-Arabia-Saba-AR-Unit/3014-south_arabia-08.3.25-timeline;An old Yemeni coin.;An old Yemeni coin, on one face, is an expression of the owl bird, on the other, it seems to contain an expression of a human face.;Metal.;About the third century before the miles.;Weight 4.93 g, 15 mm;LOT - ART;Good.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p050_ee11b378;;https://www.lot-art.com/auction-lots/South-Arabia-Himyar-AR-Unit/2970-south_arabia-07.9.24-timeline;An old Yemeni coin.;An old Yemeni coin, like its faces, is the expression of a human face, one of which appears bearded and the other with a beard.;Metal.;About the second century and the first before the miles.;1.88 grams, 11 mm;LOT - ART;Good.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p051_3acdaa81;جيدة;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-SOUTHERN-Qataban-Unknown-Rulers-350-300-BC-AR-hemidrachm-11mm-198-gm-8h-NGC-Choice-AU-55-35-graffito/64095-ancient_arabia-25.1.23-heritage;An old Yemeni coin.;An old Yemeni coin, one of whose faces is an expression of a human face with a clear glimpse, apparently wearing an earring.;Metal.;Around the middle of the 4th century and the 3rd century before the Miles.;11 mm, 1.98 grams;LOT - ART;Good.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p052_3bf323d0;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-Qataban-Unknown-Rulers-ca-350-300-BC-AR-hemidrachm-12mm-9h-NGC-Choice-VF-die-shift/22104-ancient_arabia-17.11.24-heritage;An old Yemeni coin.;An old Yemeni coin, one of whose faces is an expression of a human face with clear glimpses, seems to be wearing an earring.;Metal.;Around the middle of the 4th century and the 3rd century before the Miles.;12 mm;LOT - ART;Good.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p053_809895ce;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-Qataban-Unknown-Rulers-ca-350-300-BC-AR-hemidrachm-12mm-8h-NGC-VF-scratches/22105-ancient_arabia-17.11.24-heritage;Currency;An old Yemeni coin, one of whose faces is an expression of a human face with clear glimpses, seems to be wearing an earring.;Metal.;Around the middle of the 4th century and the 3rd century before the Miles.;12 mm;LOT - ART;Good.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p054_975a31dd;;https://www.lot-art.com/auction-lots/Ancients-ARABIA-Qataban-Unknown-Rulers-ca-350-300-BC-AR-hemidrachm-12mm-9h-NGC-Choice-VF/22103-ancient_arabia-17.11.24-heritage;An old Yemeni coin.;An old Yemeni coin, one of whose faces is an expression of a human face with a clear glimpse, apparently wearing an earring.;Metal.;Around the middle of the 4th century and the 3rd century before the Miles.;12 mm;LOT - ART;Good.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p055_7d7995f7;https://www.lot-art.com/auction-lots/Sabaean-Bronze-Panel-with-Ancient-Yemeni-Writing/90-sabaean_bronze-06.2.19-artemi;A pavilion.;Bronze pad, surrounded by a prominent frame in writing with a nine-line barge line: 1-A-L-A-T-A-T-A-D-Y/Y-A-N-E-N-E-E-R-E-R-E-R-N-E-R-N-E-R-N-E-N-E-N-A-N-A-T-E-N-E-T-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-E-N-N-E-N-N-N-N-N-N-N-N-N-N-N-N-E-N-N-N-N-N-N-E-N-N-N-N-E-N-N-E-N-N-E-N-E-N-N-E-N-E-E-N-E-E-E-N-N-E-E-;Bronze.;About the first millennium before the miles to the early millennium.;10.2 cm x 14.4 cm;LOT - ART;Bad.;The inscription is published in the DaciFB-Hrmn blog.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p056_dc2f7b3e;حجر مرمر;أواخر الألفية الأولى قبل الميالد;13 × 16.1 سم;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/STATUETTE-DE-TAUREAU-EN-ALBATRE-ART-SUD-ARABIQUE-FIN-DU-1er-MILLENAIRE-AV-JC/100-statuette_taureau-13.11.18-artcurial;An animal statue.;A statue of the bull's animal, from the marble stone, stands on a rectangular base, with clear facial glimpses, eyes pierced in black, and the rings with the ears pierced, and in the middle of the front, the squid appears in the form of an upside-down triangle.;A marble stone.;Late first millennium before the Miles.;13 times 16.1 centimeters.;LOT - ART;Excellent.;;;;;;;;;;;
0-آثارنا المنهوبة_25_p057_4b2bc103;LOT - ART;جيدة;ست قطع;https://www.lot-art.com/auction-lots/South-Arabian--A-group-of-six-alabaster-heads/88-south_arabian-03.6.24-sloane;Gravestones.;A bunch of gravestones with human heads, from the marble stone, one of which is written in an unclear line, probably the name of the deceased, plus two different pieces.;A marble stone, a jerry stone.;;;LOT - ART;Good.;Six pieces.;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p058_9c26a93f;;LOT - ART;جيدة;ست قطع;https://www.lot-art.com/auction-lots/South-Arabian--A-group-of-six-carved-alabaster/90-south_arabian-03.6.24-sloane;Human gravestones.;A bunch of gravestones with human heads, of marble stone, of different sizes. Three of them suffer from the loss of most of their parts, with long and bold noses, with two broken eyes, and a small mouth.;A marble stone.;;;LOT - ART;Good.;Six pieces.;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p059_4de81847;;;LOT - ART;جيدة;قطعتان;https://www.lot-art.com/auction-lots/South-Arabian--Two-alabaster-carved-heads-Provenance-Private/91-south_arabian-03.6.24-sloane;Gravestones.;Watch human tombs, with a clear-cut face with a high nose, a long, pointed, and two blind eyes, pinned through the eyes, a light smile, a slightly shorter nose and a pointer, and two eyebrows and two eyebrows.;Jerry's Stone.;;;LOT - ART;Good.;Two pieces.;;;;;;;;;;;
0-آثارنا المنهوبة_25_p060_d921748e;الألفية الأولى قبل الميالد;ارتفاعه 7.4 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-CAMEL/508a-south_arabian-25.4.24-archaeological;An animal statue.;An animal statue of a camel, of the bronze, with a high head and two prominent ears, with his neck surrounded by a collar, with a sleeve in his back, with his tail sticking to the back of his back legs, and on his right side, writing in an aristocracy, it appears to be unclear.;Bronze.;The first millennium before the Miles.;It's 7.4 centimeters high.;LOT - ART;Good.;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p061_d7091d94;ارتفاع 12 سم;LOT - ART;سيئة;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-CAST-BRONZE-GOAT-HEAD/507-south_arabian-25.4.24-archaeological;The head of an animal statue.;The right side of the head of an oak statue, of the bronze, with a clear glimpse of the face. The eyes are two prominent balls, a chin under the mouth, a broken horn and ear, and rings around it that characterize the horns of the oak.;Bronze.;4th to 2nd century before the Miles.;12 cm high.;LOT - ART;Bad.;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p062_6e84de98; وفيه تهشير من الجهة اليسرى.;حجر جيري;حوالي القرنين الثالث والأول قبل الميالد;ارتفاعه 24.45 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/A-South-Arabian-Limestone-Head/95-south_arabian-22.11.24-freeman;The head of a human statue.;The head of a man's statue, from limestone, with a long neck, with clear facial features, a prominent nose, with eyes packed with luzitan, with eyebrows poked and bowed, with mouth piercing from the left.;Jerry's Stone.;About the third and first centuries before the miles.;24.45 centimeters high.;LOT - ART;Good.;;;;;;;;;;
0-آثارنا المنهوبة_25_p063_c1d108c1;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/South-Arabian-A-South-Arabian-Limestone-Oil-Lamp-Ex-Christies/91596715-south_arabian-22.12.24-catawiki;Sacrificed.;Sacrificed from limestone, sitting in the form of a human sitting, his legs broken, holding in his hands the shape of an animal, above a hole in the pump of ignition oil and putting a fuse in it.;Jerry's Stone.;About the third century before the miles.;It's 12.4 centimeters high.;LOT - ART;Good.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p064_f6ce2f73;;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-FIGURE-OF-A-PRIEST/437-south_arabian-13.7.24-apollo;A human statue.;A statue of a man of marble stone, whose hands are broken, standing on a rectangle base of two levels, with a two-line blade line written as follows:;A marble stone.;About 300 before Miled-100 Miles.;380 mm x 160 mm;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p065_816507df;;LOT - ART;جيدة;خمس قطع;https://www.lot-art.com/auction-lots/South-Arabian-A-Group-of-five-stone-carved-heads-/321-south_arabian-12.6.24-sloane;Gravestones.;A bunch of gravestones in the form of human heads, from al-marmer stone in different colors, long, prominent noses, some broad, two prominent eyes, small and prominent mouths, three of which have to be written in the pavilion line.;A marble stone.;;;LOT - ART;Good.;Five pieces.;;;;;;;;;;;;
0-آثارنا المنهوبة_25_p066_7c445bf9;liveauctioneers;ًجيدة جدا;;https://www.liveauctioneers.com/search/?keyword=South%20Arabian&sort=-relevance&status=online;Amulet.;A rectangular gold amulet, with a piercing hole above it, framed by geometric ceramics, lines and triangles, mediated by vegetarian potters, a palm tree.;Gold.;Around the century, the Miles.;It's 4.13 cm high. It's 4.47 carats.;liveauctioneers;Very good.;;;;;;;;;;;;;;
